CustomerID,Churn,Country,State,Retired,HasPartner,HasDependents,Education,Gender,BaseCharges,DOC,TotalCharges,DOE,ElectronicBilling,ContractType,PaymentMethod,TypeOfService,ServiceDetails
Cust3501,No,India,Maharashtra,0,2,2,Graduation,Female,101.5,41030,101.5,40883,No,Month-to-month,Credit card (automatic),OnlineBackup,No internet service
Cust4537,No,India,Maharashtra,0,1,2,Graduation,Female,367.5,41030,9528.5,40133,Yes,Two year,Credit card (automatic),TechnicalSupport,No
Cust4080,No,India,Maharashtra,0,1,1,Graduation,Male,307,41030,4077.75,40493,Yes,Two year,Bank transfer (automatic),DeviceProtection,No
Cust3817,No,India,Maharashtra,0,1,1,Masters,Male,555.5,41030,32776,39143,Yes,Two year,Mailed check,HasPhoneService,1
Cust5487,No,India,Maharashtra,0,2,2,ProfessionalQalification,Male,98.25,41030,194,40853,Yes,Month-to-month,Mailed check,TechnicalSupport,No internet service
Cust3904,No,India,Maharashtra,0,2,2,Graduation,Male,100.75,41030,2028,40223,No,One year,Bank transfer (automatic),OnlineBackup,No internet service
Cust1761,Yes,India,Maharashtra,0,2,2,Highschool or below,Female,395.25,41030,2172.5,40733,Yes,Month-to-month,Electronic check,StreamingMovies,No
Cust5320,No,India,Maharashtra,0,1,1,Graduation,Male,98.25,41030,848.75,40673,No,Month-to-month,Credit card (automatic),MultipleLines,No
Cust5214,No,India,Maharashtra,1,1,2,Highschool or below,Male,375.5,41030,5066.75,40493,Yes,Month-to-month,Electronic check,OnlineSecurity,No
Cust5900,No,India,Maharashtra,0,1,1,Masters,Male,570.25,41030,41446,38753,Yes,Two year,Credit card (automatic),InternetServiceCategory,Fiber optic
Cust2799,Yes,India,Maharashtra,1,1,2,Highschool or below,Female,506.5,41030,14061,40073,Yes,Month-to-month,Credit card (automatic),InternetServiceCategory,Fiber optic
Cust3931,No,India,Maharashtra,0,2,2,Masters,Male,100,41030,993,40613,Yes,Month-to-month,Credit card (automatic),MultipleLines,No
Cust3031,No,India,Maharashtra,0,2,2,Masters,Male,250.25,41030,7617,39983,Yes,One year,Electronic check,HasPhoneService,0
Cust1437,No,India,Maharashtra,0,1,2,Graduation,Female,495,41030,20675,39653,Yes,Two year,Credit card (automatic),StreamingTelevision,Yes
Cust2764,No,India,Maharashtra,0,1,1,Graduation,Female,503.5,41030,7613.5,40433,No,Month-to-month,Bank transfer (automatic),MultipleLines,No
Cust5617,No,India,Maharashtra,0,1,1,Masters,Male,445.5,41030,27058.25,39053,Yes,Two year,Credit card (automatic),HasPhoneService,1
Cust1823,Yes,India,Maharashtra,0,2,2,Highschool or below,Male,428.25,41030,1694.5,40793,Yes,Month-to-month,Electronic check,OnlineBackup,No
Cust2382,Yes,India,Maharashtra,1,1,2,Graduation,Male,506.75,41030,6092.75,40553,Yes,Month-to-month,Electronic check,TechnicalSupport,No
Cust5156,Yes,India,Maharashtra,1,1,2,Highschool or below,Male,531.75,41030,17603.75,39953,No,Month-to-month,Bank transfer (automatic),StreamingTelevision,Yes
Cust1972,No,India,Maharashtra,0,2,2,ProfessionalQalification,Male,528.25,41030,34222.5,38933,Yes,Two year,Bank transfer (automatic),DeviceProtection,Yes
Cust2717,No,India,Maharashtra,0,1,1,Highschool or below,Male,329.25,41030,20485.25,38933,No,Two year,Mailed check,OnlineSecurity,Yes
Cust5552,No,India,Maharashtra,0,2,2,Masters,Male,523.25,41030,34449,38993,Yes,One year,Credit card (automatic),StreamingTelevision,Yes
Cust4128,Yes,India,Maharashtra,0,2,2,Highschool or below,Male,350.25,41030,350.25,40883,Yes,Month-to-month,Electronic check,DeviceProtection,No
Cust6042,No,India,Maharashtra,0,2,1,ProfessionalQalification,Male,98,41030,5852.75,39203,Yes,Two year,Mailed check,TechnicalSupport,No internet service
Cust1584,Yes,India,Maharashtra,0,1,2,Highschool or below,Male,505.5,41030,7520.25,40463,Yes,Month-to-month,Electronic check,MultipleLines,Yes
Cust6273,Yes,India,Maharashtra,1,1,1,Graduation,Female,472.75,41030,18202.25,39713,Yes,Month-to-month,Credit card (automatic),OnlineBackup,No
Cust5351,No,India,Maharashtra,0,1,1,Highschool or below,Male,393.25,41030,8318.75,40253,Yes,One year,Mailed check,HasPhoneService,1
Cust3828,No,India,Maharashtra,0,2,2,ProfessionalQalification,Female,197.5,41030,5413.75,40043,No,One year,Credit card (automatic),MultipleLines,No phone service
Cust5519,No,India,Maharashtra,0,2,2,Graduation,Male,448,41030,8165,40373,Yes,One year,Credit card (automatic),TechnicalSupport,No
Cust1369,No,India,Maharashtra,0,2,1,Masters,Female,324.25,41030,6684,40283,No,One year,Mailed check,StreamingTelevision,No
Cust6297,No,India,Maharashtra,0,1,1,ProfessionalQalification,Female,451.5,41030,25970.25,39143,No,Two year,Credit card (automatic),DeviceProtection,Yes
Cust4505,No,India,Maharashtra,0,2,2,Masters,Female,102,41030,1333,40553,No,Month-to-month,Mailed check,StreamingTelevision,No internet service
Cust5336,Yes,India,Maharashtra,0,1,2,Masters,Male,416.75,41030,20325,39503,Yes,Month-to-month,Bank transfer (automatic),HasPhoneService,1
Cust6359,No,India,Maharashtra,0,2,2,ProfessionalQalification,Female,493.5,41030,11245.5,40223,Yes,Month-to-month,Credit card (automatic),OnlineBackup,Yes
Cust3914,No,India,Maharashtra,0,1,2,Highschool or below,Male,556.5,41030,37836,38903,Yes,Two year,Bank transfer (automatic),DeviceProtection,Yes
Cust2867,Yes,India,Maharashtra,0,1,2,Masters,Male,373.25,41030,1507,40793,Yes,Month-to-month,Electronic check,OnlineSecurity,No
Cust2609,No,India,Maharashtra,1,1,2,Highschool or below,Male,425.25,41030,6955.75,40433,Yes,Month-to-month,Credit card (automatic),OnlineBackup,No
Cust5997,No,India,Maharashtra,0,1,1,Highschool or below,Male,396,41030,20081.5,39353,No,Two year,Electronic check,MultipleLines,No
Cust1568,No,India,Maharashtra,0,1,2,Highschool or below,Female,368.25,41030,8213.75,40223,Yes,Month-to-month,Credit card (automatic),StreamingMovies,Yes
Cust3934,No,India,Maharashtra,0,2,2,Highschool or below,Male,98,41030,306.75,40823,No,One year,Mailed check,HasPhoneService,1
Cust4482,No,India,Maharashtra,0,1,2,Graduation,Male,325.75,41030,23408.75,38783,No,Two year,Bank transfer (automatic),HasPhoneService,1
Cust2475,Yes,India,Maharashtra,0,1,1,Highschool or below,Female,516.25,41030,25187.75,39473,Yes,One year,Credit card (automatic),MultipleLines,Yes
Cust4514,No,India,Maharashtra,1,1,2,Graduation,Female,392.5,41030,28011.25,38753,No,Two year,Bank transfer (automatic),OnlineBackup,No
Cust5405,No,India,Maharashtra,0,2,1,Masters,Male,322,41030,15176.75,39473,Yes,One year,Bank transfer (automatic),StreamingTelevision,No
Cust3226,Yes,India,Maharashtra,0,2,2,Masters,Male,404,41030,404,40883,Yes,Month-to-month,Electronic check,InternetServiceCategory,Fiber optic
Cust4833,No,India,Maharashtra,0,2,1,Masters,Female,354,41030,17390.75,39413,Yes,One year,Credit card (automatic),TechnicalSupport,Yes
Cust2833,No,India,Maharashtra,0,2,2,Highschool or below,Male,472.75,41030,5867.75,40553,No,Month-to-month,Electronic check,StreamingTelevision,Yes
Cust4226,No,India,Maharashtra,0,1,1,Masters,Male,126.5,41030,8361.75,38933,Yes,Two year,Credit card (automatic),HasPhoneService,1
Cust4971,No,India,Maharashtra,1,1,2,ProfessionalQalification,Male,270.5,41030,9964.25,39833,No,One year,Credit card (automatic),MultipleLines,No
Cust5374,No,India,Maharashtra,0,1,1,Graduation,Male,490.25,41030,15410.5,39983,No,One year,Bank transfer (automatic),OnlineSecurity,Yes
Cust3515,Yes,India,Maharashtra,0,2,1,Highschool or below,Female,150.5,41030,5656.5,39743,No,Month-to-month,Credit card (automatic),DeviceProtection,Yes
Cust3261,No,India,Maharashtra,0,2,1,Highschool or below,Male,103,41030,2909.25,40103,No,Two year,Mailed check,TechnicalSupport,No internet service
Cust5542,No,India,Maharashtra,0,2,2,Graduation,Female,99.5,41030,287,40853,No,Month-to-month,Electronic check,InternetServiceCategory,No
Cust2375,No,India,Maharashtra,1,2,2,Masters,Male,231.5,41030,231.5,40883,No,Month-to-month,Electronic check,OnlineSecurity,No
Cust5954,No,India,Maharashtra,0,1,2,Graduation,Female,396,41030,27009.5,38753,No,Two year,Credit card (automatic),OnlineBackup,Yes
Cust1415,No,India,Maharashtra,1,1,2,ProfessionalQalification,Female,475.25,41030,19722.5,39653,Yes,Month-to-month,Electronic check,OnlineSecurity,No
Cust5579,Yes,India,Maharashtra,1,1,2,Highschool or below,Female,422.75,41030,3234.25,40703,Yes,Month-to-month,Electronic check,DeviceProtection,No
Cust6322,Yes,India,Maharashtra,1,2,2,Graduation,Male,497.25,41030,4597,40643,Yes,Month-to-month,Credit card (automatic),OnlineSecurity,No
Cust1867,Yes,India,Maharashtra,0,2,2,ProfessionalQalification,Male,100.75,41030,100.75,40883,No,Month-to-month,Mailed check,StreamingTelevision,No internet service
Cust5797,No,India,Maharashtra,0,1,2,Highschool or below,Male,440,41030,29932.25,38813,Yes,Two year,Credit card (automatic),StreamingTelevision,No
Cust3955,No,India,Maharashtra,1,1,2,Graduation,Female,524.25,41030,31564.5,39053,Yes,One year,Electronic check,StreamingTelevision,Yes
Cust6457,No,India,Maharashtra,0,2,2,ProfessionalQalification,Male,126.5,41030,7371.75,39173,Yes,Two year,Credit card (automatic),StreamingMovies,No internet service
Cust4003,Yes,India,Maharashtra,1,2,2,Highschool or below,Female,475,41030,5601.5,40583,Yes,Month-to-month,Electronic check,OnlineSecurity,No
Cust5606,Yes,India,Maharashtra,0,2,2,Masters,Female,99.5,41030,99.5,40883,No,Month-to-month,Mailed check,OnlineSecurity,No internet service
Cust1914,Yes,India,Maharashtra,0,2,2,Masters,Female,449,41030,5645.5,40493,Yes,Month-to-month,Mailed check,StreamingTelevision,Yes
Cust1438,No,India,Maharashtra,0,2,2,Masters,Female,398,41030,20121,39413,Yes,Two year,Mailed check,MultipleLines,Yes
Cust2341,No,India,Maharashtra,0,2,2,ProfessionalQalification,Male,155.5,41030,2098.5,40493,Yes,Month-to-month,Mailed check,StreamingMovies,No
Cust3269,No,India,Maharashtra,0,1,1,Graduation,Female,537.25,41030,38291.5,38753,No,Two year,Credit card (automatic),TechnicalSupport,Yes
Cust2318,Yes,India,Maharashtra,1,1,2,Masters,Female,498,41030,1738.25,40793,Yes,Month-to-month,Electronic check,StreamingMovies,Yes
Cust6363,No,India,Maharashtra,0,1,1,Masters,Female,105.25,41030,698.75,40673,No,Month-to-month,Credit card (automatic),TechnicalSupport,No internet service
Cust1642,No,India,Maharashtra,0,1,1,Graduation,Male,323.75,41030,4386.75,40523,Yes,One year,Electronic check,OnlineSecurity,No
Cust4411,No,India,Maharashtra,1,2,2,Graduation,Female,322.25,41030,9338,40073,No,Month-to-month,Bank transfer (automatic),StreamingTelevision,No
Cust1399,No,India,Maharashtra,0,1,2,Masters,Male,496.25,41030,24604,39443,Yes,One year,Credit card (automatic),DeviceProtection,Yes
Cust2963,No,India,Maharashtra,0,2,2,Highschool or below,Male,98.25,41030,98.25,40883,No,Month-to-month,Bank transfer (automatic),InternetServiceCategory,No
Cust3968,No,India,Maharashtra,1,2,2,Masters,Male,351.75,41030,17273,39413,Yes,Month-to-month,Bank transfer (automatic),InternetServiceCategory,DSL
Cust3201,No,India,Maharashtra,0,2,2,ProfessionalQalification,Male,101.25,41030,184,40853,No,Month-to-month,Mailed check,StreamingTelevision,No internet service
Cust3210,Yes,India,Maharashtra,0,2,2,Masters,Male,455.5,41030,5678.5,40523,Yes,Month-to-month,Electronic check,HasPhoneService,1
Cust4782,No,India,Maharashtra,0,2,2,Highschool or below,Male,337.25,41030,13655,39713,No,Month-to-month,Electronic check,OnlineBackup,No
Cust5421,No,India,Maharashtra,0,1,1,Highschool or below,Male,461,41030,31964.25,38873,Yes,Two year,Credit card (automatic),OnlineBackup,Yes
Cust4292,No,India,Maharashtra,0,1,2,Masters,Male,513,41030,31483.75,39023,No,Two year,Electronic check,StreamingTelevision,Yes
Cust1535,No,India,Maharashtra,0,1,1,Masters,Female,127.25,41030,9066.75,38783,No,Two year,Bank transfer (automatic),StreamingTelevision,No internet service
Cust2101,Yes,India,Maharashtra,0,2,2,Highschool or below,Female,399.25,41030,10076.75,40163,Yes,Month-to-month,Bank transfer (automatic),HasPhoneService,1
Cust3759,Yes,India,Maharashtra,0,2,2,ProfessionalQalification,Male,99.75,41030,99.75,40883,No,Month-to-month,Electronic check,OnlineSecurity,No internet service
Cust3699,No,India,Maharashtra,0,1,1,Masters,Male,530.5,41030,39242.5,38753,Yes,One year,Bank transfer (automatic),StreamingMovies,Yes
Cust3040,No,India,Maharashtra,0,1,2,Masters,Female,545.75,41030,38948,38753,No,One year,Credit card (automatic),OnlineSecurity,No
Cust6103,No,India,Maharashtra,0,2,2,Graduation,Male,327.75,41030,1186,40793,No,Month-to-month,Mailed check,MultipleLines,Yes
Cust4170,Yes,India,Maharashtra,0,2,2,Graduation,Female,168.25,41030,689.25,40793,Yes,Month-to-month,Electronic check,HasPhoneService,0
Cust5992,Yes,India,Maharashtra,0,1,2,Highschool or below,Female,398.5,41030,825,40853,No,Month-to-month,Bank transfer (automatic),OnlineBackup,Yes
Cust5799,No,India,Maharashtra,0,1,1,Masters,Female,345.25,41030,19213,39263,Yes,Two year,Credit card (automatic),StreamingTelevision,No
Cust1901,No,India,Maharashtra,0,2,2,Highschool or below,Female,376.25,41030,2883.5,40673,Yes,Month-to-month,Electronic check,HasPhoneService,1
Cust2340,No,India,Maharashtra,0,1,2,Graduation,Female,454.75,41030,32343,38753,Yes,Two year,Bank transfer (automatic),OnlineSecurity,Yes
Cust2616,No,India,Maharashtra,1,2,2,Masters,Female,552.5,41030,30697.5,39233,No,One year,Electronic check,StreamingTelevision,Yes
Cust5800,Yes,India,Maharashtra,1,2,2,Highschool or below,Male,479.5,41030,8889.5,40343,Yes,Month-to-month,Credit card (automatic),StreamingTelevision,Yes
Cust2566,No,India,Maharashtra,0,2,2,ProfessionalQalification,Female,494,41030,19795.75,39683,Yes,Two year,Bank transfer (automatic),TechnicalSupport,Yes
Cust1608,No,India,Maharashtra,0,2,2,Highschool or below,Female,124,41030,2376.25,40403,No,Month-to-month,Mailed check,InternetServiceCategory,No
Cust1768,Yes,India,Maharashtra,0,2,2,Graduation,Male,446.75,41030,3159.25,40703,Yes,Month-to-month,Credit card (automatic),OnlineBackup,No
Cust1737,No,India,Maharashtra,0,2,2,Masters,Male,501,41030,13442.25,40073,No,One year,Electronic check,StreamingTelevision,Yes
Cust2420,No,India,Maharashtra,0,1,1,Highschool or below,Male,202.75,41030,2951.75,40523,No,Two year,Mailed check,InternetServiceCategory,DSL
Cust4139,Yes,India,Maharashtra,0,1,1,Graduation,Female,146,41030,1545.5,40553,No,Month-to-month,Mailed check,DeviceProtection,No
Cust4868,No,India,Maharashtra,0,1,1,Masters,Female,409.25,41030,9054.25,40223,No,One year,Credit card (automatic),OnlineBackup,No
Cust5815,No,India,Maharashtra,0,1,2,Highschool or below,Female,219.75,41030,10039.25,39533,Yes,Month-to-month,Electronic check,OnlineBackup,No
Cust5022,No,India,Maharashtra,0,1,2,Graduation,Male,541.5,41030,22930.75,39653,Yes,One year,Electronic check,OnlineSecurity,No
Cust1425,No,India,Maharashtra,0,1,1,Graduation,Female,400.75,41030,8953.25,40253,Yes,Month-to-month,Electronic check,OnlineSecurity,No
Cust4388,No,India,Maharashtra,0,2,2,Highschool or below,Male,352.5,41030,2989.5,40643,Yes,Month-to-month,Electronic check,StreamingTelevision,No
Cust1668,Yes,India,Maharashtra,0,2,2,Graduation,Male,441.75,41030,441.75,40883,Yes,Month-to-month,Electronic check,OnlineBackup,No
Cust1756,No,India,Maharashtra,0,2,2,Masters,Female,477,41030,1465.75,40823,No,Month-to-month,Electronic check,OnlineSecurity,No
Cust3964,No,India,Maharashtra,0,2,2,ProfessionalQalification,Male,421.5,41030,7689.5,40373,No,Month-to-month,Bank transfer (automatic),DeviceProtection,No
Cust5759,No,India,Maharashtra,0,2,2,Masters,Female,125.75,41030,8418,38933,Yes,Two year,Credit card (automatic),DeviceProtection,No internet service
Cust3587,No,India,Maharashtra,0,1,1,Masters,Female,345.75,41030,1175,40823,Yes,Month-to-month,Bank transfer (automatic),OnlineBackup,Yes
Cust5678,Yes,India,Maharashtra,0,2,2,Highschool or below,Male,101,41030,101,40883,Yes,Month-to-month,Bank transfer (automatic),StreamingMovies,No internet service
Cust3045,Yes,India,Maharashtra,0,1,1,Masters,Female,102.75,41030,102.75,40883,No,Month-to-month,Mailed check,HasPhoneService,1
Cust1357,No,India,Maharashtra,0,2,2,ProfessionalQalification,Female,100,41030,4051.5,39683,No,Two year,Mailed check,StreamingMovies,No internet service
Cust3566,No,India,Maharashtra,0,2,2,Highschool or below,Male,371.5,41030,23490.25,39053,Yes,One year,Credit card (automatic),DeviceProtection,No
Cust3684,No,India,Maharashtra,0,2,2,Masters,Male,224,41030,224,40883,Yes,Month-to-month,Electronic check,StreamingMovies,No
Cust4237,No,India,Maharashtra,0,2,2,Highschool or below,Male,493.25,41030,12685,40133,Yes,Month-to-month,Electronic check,DeviceProtection,Yes
Cust2937,No,India,Maharashtra,0,1,1,Graduation,Male,123.25,41030,7872.5,39023,No,Two year,Credit card (automatic),TechnicalSupport,No internet service
Cust3884,No,India,Maharashtra,0,2,2,ProfessionalQalification,Female,205.5,41030,11291.25,39203,Yes,One year,Credit card (automatic),OnlineSecurity,Yes
Cust6281,Yes,India,Maharashtra,0,1,2,Graduation,Male,470.25,41030,14332.25,40013,Yes,Month-to-month,Credit card (automatic),OnlineBackup,No
Cust2404,No,India,Maharashtra,0,1,1,Masters,Male,124.75,41030,6111.25,39383,Yes,Two year,Mailed check,StreamingMovies,No internet service
Cust3125,No,India,Maharashtra,0,1,2,ProfessionalQalification,Female,102.25,41030,4504.5,39443,No,One year,Bank transfer (automatic),OnlineBackup,No internet service
Cust1280,No,India,Maharashtra,0,2,2,Graduation,Female,103.5,41030,688,40673,Yes,Month-to-month,Mailed check,OnlineSecurity,No internet service
Cust3334,No,India,Maharashtra,0,2,2,ProfessionalQalification,Female,99.5,41030,1602.25,40463,No,Month-to-month,Mailed check,DeviceProtection,No internet service
Cust5744,No,India,Maharashtra,0,2,2,Graduation,Male,298.25,41030,3194.75,40613,Yes,Month-to-month,Mailed check,HasPhoneService,1
Cust4583,Yes,India,Maharashtra,1,2,2,Highschool or below,Female,125.25,41030,125.25,40883,No,Month-to-month,Mailed check,InternetServiceCategory,DSL
Cust2422,No,India,Maharashtra,0,2,2,Highschool or below,Female,250.75,41030,10695.5,39593,Yes,Month-to-month,Mailed check,DeviceProtection,No
Cust1929,No,India,Maharashtra,0,1,1,Highschool or below,Male,250,41030,14599.25,39173,No,One year,Mailed check,HasPhoneService,0
Cust1792,Yes,India,Maharashtra,0,1,1,Graduation,Male,481.25,41030,24951.25,39353,Yes,Two year,Bank transfer (automatic),StreamingMovies,Yes
Cust5142,No,India,Maharashtra,1,2,2,ProfessionalQalification,Male,545.25,41030,35541,38963,Yes,Two year,Electronic check,StreamingMovies,Yes
Cust3495,No,India,Maharashtra,1,1,2,ProfessionalQalification,Male,434,41030,9879.25,40223,No,Month-to-month,Electronic check,DeviceProtection,No
Cust2783,No,India,Maharashtra,0,1,2,Graduation,Female,96.25,41030,1876.25,40313,No,Month-to-month,Bank transfer (automatic),StreamingMovies,No internet service
Cust3299,No,India,Maharashtra,0,1,1,Graduation,Female,128,41030,4585.75,39893,Yes,One year,Credit card (automatic),DeviceProtection,No internet service
Cust1638,No,India,Maharashtra,1,2,2,Highschool or below,Female,549,41030,24301.75,39593,Yes,One year,Credit card (automatic),MultipleLines,Yes
Cust3380,No,India,Maharashtra,0,2,2,Graduation,Female,350.75,41030,21123.5,39113,Yes,One year,Credit card (automatic),OnlineSecurity,No
Cust1298,No,India,Maharashtra,0,1,1,Masters,Male,459.75,41030,33074.5,38753,Yes,Two year,Credit card (automatic),HasPhoneService,1
Cust2961,Yes,India,Maharashtra,0,1,2,Highschool or below,Male,422.25,41030,12335.5,40043,Yes,Month-to-month,Electronic check,HasPhoneService,1
Cust1520,No,India,Maharashtra,0,1,1,Masters,Male,379.25,41030,21306,39233,Yes,Two year,Credit card (automatic),OnlineSecurity,Yes
Cust2288,Yes,India,Maharashtra,0,2,2,Highschool or below,Male,100.5,41030,100.5,40883,Yes,Month-to-month,Mailed check,DeviceProtection,No internet service
Cust4414,No,India,Maharashtra,0,2,2,Masters,Female,392.25,41030,16867,39653,Yes,Two year,Credit card (automatic),StreamingMovies,Yes
Cust1454,Yes,India,Maharashtra,0,2,2,Highschool or below,Male,349,41030,673.5,40853,Yes,Month-to-month,Credit card (automatic),StreamingMovies,No
Cust5301,No,India,Maharashtra,0,2,2,ProfessionalQalification,Female,417,41030,417,40883,Yes,Month-to-month,Mailed check,OnlineBackup,Yes
Cust6271,No,India,Maharashtra,0,1,1,ProfessionalQalification,Female,225,41030,10981.5,39473,No,One year,Credit card (automatic),TechnicalSupport,No
Cust6312,No,India,Maharashtra,0,1,1,Masters,Female,522.5,41030,18424.75,39833,Yes,Month-to-month,Credit card (automatic),MultipleLines,Yes
Cust5764,No,India,Maharashtra,0,2,2,Masters,Male,452,41030,1342.25,40823,No,Month-to-month,Electronic check,OnlineSecurity,No
Cust1332,No,India,Maharashtra,0,2,2,Highschool or below,Male,245.25,41030,245.25,40883,No,Month-to-month,Mailed check,StreamingMovies,No
Cust5302,Yes,India,Maharashtra,0,2,2,ProfessionalQalification,Male,167.5,41030,3000,40373,Yes,Month-to-month,Credit card (automatic),InternetServiceCategory,DSL
Cust5961,No,India,Maharashtra,0,2,2,ProfessionalQalification,Female,375,41030,8892.5,40223,Yes,Month-to-month,Bank transfer (automatic),HasPhoneService,1
Cust3337,No,India,Maharashtra,0,2,2,Masters,Female,273.25,41030,7587.5,40073,No,Month-to-month,Bank transfer (automatic),OnlineSecurity,No
Cust3247,Yes,India,Maharashtra,1,2,2,Highschool or below,Female,500,41030,27546.5,39263,Yes,One year,Electronic check,StreamingMovies,Yes
Cust2309,No,India,Maharashtra,0,1,1,Masters,Female,99.75,41030,3782,39773,Yes,Two year,Mailed check,TechnicalSupport,No internet service
Cust1987,Yes,India,Maharashtra,0,1,1,Graduation,Female,469.5,41030,32895.25,38813,No,Two year,Bank transfer (automatic),HasPhoneService,1
Cust3991,Yes,India,Maharashtra,0,2,2,Masters,Male,472.5,41030,13297,40073,Yes,Month-to-month,Credit card (automatic),StreamingTelevision,No
Cust6209,No,India,Maharashtra,0,1,2,Masters,Male,284,41030,5373.25,40373,No,Month-to-month,Credit card (automatic),OnlineSecurity,No
Cust6154,No,India,Maharashtra,0,1,2,ProfessionalQalification,Male,451.25,41030,31847.25,38753,Yes,Two year,Credit card (automatic),OnlineSecurity,Yes
Cust3786,No,India,Maharashtra,0,1,1,Highschool or below,Male,101.5,41030,201.25,40853,No,Month-to-month,Mailed check,StreamingTelevision,No internet service
Cust4725,No,India,Maharashtra,0,2,2,Graduation,Male,103.75,41030,3699.5,39863,No,Month-to-month,Bank transfer (automatic),StreamingTelevision,No internet service
Cust4813,No,India,Maharashtra,0,1,1,ProfessionalQalification,Male,101.25,41030,4274.5,39653,No,One year,Mailed check,HasPhoneService,1
Cust2384,No,India,Maharashtra,0,1,2,Graduation,Female,440.25,41030,32604,38753,No,Two year,Bank transfer (automatic),StreamingTelevision,Yes
Cust4359,No,India,Maharashtra,0,2,2,Masters,Male,523.75,41030,32682.5,39023,Yes,Two year,Bank transfer (automatic),TechnicalSupport,No
Cust2703,No,India,Maharashtra,0,1,2,Masters,Female,473,41030,25129,39353,No,Month-to-month,Bank transfer (automatic),StreamingMovies,No
Cust1230,No,India,Maharashtra,0,1,2,ProfessionalQalification,Male,278.5,41030,15858,39203,No,Month-to-month,Electronic check,DeviceProtection,No
Cust2753,No,India,Maharashtra,0,1,2,ProfessionalQalification,Female,177,41030,4893,40133,No,One year,Credit card (automatic),MultipleLines,No phone service
Cust3813,Yes,India,Maharashtra,0,1,1,Graduation,Female,279.75,41030,5785.25,40283,Yes,One year,Electronic check,StreamingTelevision,Yes
Cust2903,Yes,India,Maharashtra,0,1,1,Other,Female,120.5,41030,2049.5,40403,No,Month-to-month,Mailed check,StreamingMovies,No internet service
Cust1795,No,India,Maharashtra,0,1,1,ProfessionalQalification,Female,100.5,41030,2430.25,40163,No,Two year,Mailed check,DeviceProtection,No internet service
Cust6258,No,India,Maharashtra,0,1,1,Graduation,Female,376.5,41030,8514.5,40223,Yes,Month-to-month,Credit card (automatic),OnlineBackup,No
Cust2954,No,India,Maharashtra,0,1,1,Highschool or below,Male,427.5,41030,28483,38873,Yes,One year,Bank transfer (automatic),MultipleLines,Yes
Cust1414,Yes,India,Maharashtra,0,1,2,Graduation,Female,245.75,41030,1354,40733,Yes,Month-to-month,Electronic check,StreamingMovies,No
Cust3511,No,India,Maharashtra,0,1,1,Masters,Female,436.25,41030,31643.5,38783,No,Two year,Credit card (automatic),StreamingTelevision,Yes
Cust2796,No,India,Maharashtra,0,1,2,Masters,Male,354.75,41030,16252.25,39593,Yes,One year,Electronic check,TechnicalSupport,Yes
Cust4847,No,India,Maharashtra,0,1,1,Graduation,Female,125,41030,1503.5,40583,No,Two year,Mailed check,StreamingTelevision,No internet service
Cust4863,Yes,India,Maharashtra,1,2,2,Highschool or below,Male,427.5,41030,20211.5,39503,No,Month-to-month,Mailed check,StreamingMovies,Yes
Cust6482,No,India,Maharashtra,0,2,2,Highschool or below,Male,448,41030,17440.75,39713,Yes,One year,Credit card (automatic),TechnicalSupport,Yes
Cust6270,No,India,Maharashtra,0,1,2,Graduation,Female,330.25,41030,15107.25,39503,Yes,One year,Credit card (automatic),StreamingTelevision,Yes
Cust4290,Yes,India,Maharashtra,0,2,2,Masters,Male,422,41030,2781.75,40733,Yes,Month-to-month,Electronic check,InternetServiceCategory,Fiber optic
Cust3973,No,India,Maharashtra,0,1,1,ProfessionalQalification,Female,128,41030,2573.75,40223,Yes,Two year,Credit card (automatic),OnlineBackup,No internet service
Cust4223,Yes,India,Maharashtra,0,1,2,Graduation,Male,471,41030,837.5,40853,Yes,Month-to-month,Electronic check,HasPhoneService,1
Cust4853,Yes,India,Maharashtra,0,2,2,Masters,Female,97,41030,97,40883,No,Month-to-month,Credit card (automatic),HasPhoneService,1
Cust1297,No,India,Maharashtra,0,1,2,Masters,Male,425.25,41030,4999,40553,Yes,Month-to-month,Credit card (automatic),StreamingMovies,Yes
Cust2632,No,India,Maharashtra,0,1,2,Graduation,Female,328.25,41030,15473.25,39473,Yes,One year,Electronic check,StreamingTelevision,No
Cust1717,No,India,Maharashtra,0,2,2,Graduation,Male,103.75,41030,103.75,40883,No,Month-to-month,Credit card (automatic),OnlineSecurity,No internet service
Cust3543,No,India,Maharashtra,0,2,2,Highschool or below,Male,104.75,41030,104.75,40883,No,Month-to-month,Bank transfer (automatic),InternetServiceCategory,No
Cust1944,Yes,India,Maharashtra,0,2,2,Highschool or below,Male,357.75,41030,357.75,40883,Yes,Month-to-month,Mailed check,StreamingMovies,No
Cust6211,No,India,Maharashtra,0,2,2,ProfessionalQalification,Male,428.5,41030,1283.75,40823,No,Month-to-month,Credit card (automatic),HasPhoneService,1
Cust4301,No,India,Maharashtra,1,1,2,Highschool or below,Female,501.25,41030,23769.25,39533,No,One year,Electronic check,OnlineSecurity,No
Cust4154,Yes,India,Maharashtra,1,2,2,ProfessionalQalification,Female,445.75,41030,11388.25,40133,Yes,Month-to-month,Electronic check,StreamingTelevision,Yes
Cust3520,Yes,India,Maharashtra,0,2,2,Highschool or below,Male,100.75,41030,100.75,40883,No,Month-to-month,Mailed check,StreamingTelevision,No internet service
